ID,Book_length(mins)_overall,Book_length(mins)_avg,Price_overall,Price_avg,Review,Review10/10,Minutes_listened,Completion,Support_requests,Last_visited_minus_purchase_date,Targets,predicted_target
25687,1188.0,1188,5.33,5.33,1,5.0,0.67,795.96,0,172,0,0
27054,648.0,648,6.92,6.92,1,10.0,0.75,486.0,0,312,0,0
27404,1188.0,1188,5.33,5.33,0,8.91,0.49,582.12,0,160,0,0
27422,1188.0,1188,5.33,5.33,0,8.91,1.0,1188.0,0,86,0,0
27492,1188.0,1188,6.92,6.92,0,8.91,0.03,35.64,0,19,0,1
28201,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0,0,0,1
28381,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0,8,0,1
29550,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
29557,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
29843,1620.0,1620,5.33,5.33,0,8.91,0.21,340.2,0,106,0,0
30352,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
31210,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
31542,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0,59,0,0
32055,2160.0,2160,5.33,5.33,0,8.91,0.17,367.2,0,194,0,0
32493,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
33030,1188.0,1188,5.69,5.69,0,8.91,0.43,510.84,0,15,0,0
33240,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,160,0,1
33292,1674.0,3348,5.33,10.67,0,9.0,0.0,0.0,0,296,1,1
425,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,3,0,1
824,1620.0,1620,10.13,10.13,0,8.91,0.46,745.2,0,92,0,0
1166,648.0,648,5.33,5.33,1,7.0,0.78,505.44,0,9,0,0
1990,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,71,0,1
2688,1188.0,1188,5.99,5.99,0,8.91,0.53,629.64,0,25,0,0
8066,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,145,0,1
8332,1188.0,1188,5.33,5.33,1,10.0,0.73,867.24,0,329,0,0
8619,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,30,1,1
9027,1188.0,1188,5.87,5.87,0,8.91,0.01,11.88,0,8,0,1
9993,2160.0,2160,10.13,10.13,0,10.0,0.0,0.0,0,216,1,1
10457,2160.0,2160,7.72,7.72,0,8.91,0.0,0.0,0,0,0,1
10685,1188.0,1188,5.99,5.99,1,5.0,0.37,439.56,0,233,0,0
11299,1404.0,2808,5.99,11.99,0,8.91,0.0,0.0,0,19,1,1
11564,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0,183,0,0
11765,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
11919,1188.0,1188,4.12,4.12,0,8.91,0.04,47.52,0,17,0,0
12326,1188.0,1188,28.77,28.77,1,9.0,0.0,0.0,0,0,0,1
12682,1188.0,1188,4.12,4.12,0,8.91,0.0,0.0,0,284,1,1
12900,1188.0,1188,5.99,5.99,0,8.91,0.75,891.0,1,253,0,0
13208,648.0,648,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
14513,1188.0,1188,5.99,5.99,0,8.91,0.78,926.64,0,201,0,0
14618,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
15034,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
15318,1188.0,1188,10.13,10.13,0,8.91,0.05,59.4,0,0,0,0
15503,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
16647,918.0,1836,5.6,11.19,0,8.91,0.0,0.0,0,0,1,1
18154,1620.0,1620,9.75,9.75,0,8.91,0.22,356.4,0,226,0,0
18192,1188.0,1188,6.92,6.92,0,8.91,0.17,201.96,0,120,0,0
19391,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
20113,1188.0,1188,5.33,5.33,0,9.0,0.0,0.0,0,1,1,1
21045,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0,0,0,1
23380,1620.0,1620,8.0,8.0,0,8.91,0.04,64.8,0,87,0,1
23398,1188.0,1188,4.12,4.12,1,10.0,0.47,558.36,0,276,0,0
23639,1188.0,1188,10.13,10.13,0,8.91,0.06,71.28,0,61,0,0
25014,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,21,0,1
26468,648.0,648,50.67,50.67,0,8.91,0.63,408.24,0,124,0,0
26955,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,1,0,1
27597,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0,1
28235,1188.0,1188,6.92,6.92,0,8.91,0.06,71.28,0,317,0,0
28588,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0,117,1,1
29067,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,1,190,1,1
29884,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0,10,0,1
31462,1188.0,1188,5.33,5.33,0,8.91,0.39,463.32,0,3,0,0
31679,1620.0,1620,10.13,10.13,0,8.91,0.06,97.2,0,50,0,0
32931,1188.0,1188,4.12,4.12,1,8.0,0.05,59.4,0,22,0,1
33000,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
1643,1404.0,2808,6.92,13.85,0,8.91,0.0,0.0,0,20,1,1
1679,1188.0,1188,5.33,5.33,1,6.0,0.1,118.8,0,1,0,0
2187,1224.0,3672,5.33,16.0,0,8.91,0.0,0.0,0,0,1,1
2277,1188.0,1188,6.13,6.13,1,10.0,0.0,0.0,0,28,1,1
4204,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0,1,0,1
4224,1188.0,1188,5.33,5.33,1,7.0,0.29,344.52,0,191,0,0
4352,1080.0,1080,11.39,11.39,1,10.0,0.83,896.4,0,6,0,0
4843,1620.0,1620,5.33,5.33,0,8.91,0.76,1231.2,0,278,0,0
4873,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,48,0,1
4941,1188.0,1188,5.87,5.87,0,8.91,0.07,83.16,0,107,0,0
5402,1620.0,1620,7.99,7.99,1,10.0,0.99,1603.8,0,78,0,0
5658,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
7308,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
8041,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0,1
8443,1188.0,1188,5.99,5.99,0,8.91,0.09,106.92,0,1,0,0
8798,1188.0,1188,6.09,6.09,0,8.91,0.03,35.64,0,113,0,1
8919,1188.0,1188,8.99,8.99,0,8.91,0.22,261.36,0,7,0,0
9019,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
9227,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
9360,1188.0,1188,13.15,13.15,1,10.0,0.88,1045.44,1,295,0,0
9386,1620.0,1620,10.38,10.38,0,8.91,0.01,16.2,0,55,0,1
9700,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,1,0,1
10131,1674.0,3348,6.92,13.85,0,8.91,0.0,0.0,0,322,1,1
10329,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
10848,1080.0,1080,5.99,5.99,0,8.91,0.0,0.0,0,0,0,1
11448,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,243,1,1
13050,1620.0,1620,5.33,5.33,1,10.0,0.0,0.0,1,52,1,1
14403,324.0,324,5.87,5.87,0,8.91,0.0,0.0,0,0,0,1
14557,1620.0,1620,5.1,5.1,0,8.91,0.0,0.0,0,0,0,1
14633,324.0,324,8.0,8.0,0,8.91,0.04,12.96,0,1,0,0
15019,1188.0,1188,10.13,10.13,0,8.91,0.43,510.84,0,129,0,0
15221,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,179,0,1
15892,2160.0,2160,8.61,8.61,0,10.0,0.0,0.0,0,209,1,1
16023,1188.0,1188,5.33,5.33,1,10.0,1.0,1188.0,2,252,0,0
16149,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
16588,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,207,0,1
16884,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
16958,1188.0,1188,5.33,5.33,0,8.91,0.03,35.64,0,311,0,0
17157,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,2,14,1,1
17416,2160.0,2160,6.92,6.92,0,8.91,0.0,0.0,0,274,0,1
17573,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0,0,0,1
17746,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,2,0,1
19600,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,121,1,1
19718,1188.0,1188,5.99,5.99,0,8.91,0.01,11.88,0,7,0,1
19832,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0,64,0,0
20067,1188.0,1188,5.33,5.33,0,8.91,0.28,332.64,0,25,0,0
20318,1620.0,1620,5.69,5.69,0,8.91,0.0,0.0,0,93,0,1
20353,1242.0,2484,5.33,10.67,0,8.91,0.0,0.0,0,0,1,1
20566,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
20671,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
20733,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
21077,1188.0,1188,6.92,6.92,0,8.91,0.02,23.76,0,0,0,1
21240,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0,0,1,1
21302,1620.0,1620,10.13,10.13,0,8.91,0.55,891.0,1,293,0,0
21539,1188.0,1188,5.33,5.33,0,8.91,0.01,11.88,0,175,0,1
23110,1188.0,1188,4.09,4.09,0,8.91,0.0,0.0,0,293,0,1
23143,2160.0,2160,8.0,8.0,1,10.0,0.63,1360.8,0,298,0,0
23146,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,56,0,1
23215,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,19,0,1
23423,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
23468,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,121,0,1
23497,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0,0,0,0
23899,1080.0,1080,6.92,6.92,1,8.0,0.85,918.0,0,0,0,0
24267,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0,0,0,1
24399,2160.0,2160,5.33,5.33,0,8.91,0.99,2138.4,1,140,0,0
24777,216.0,216,5.33,5.33,1,10.0,0.0,0.0,0,0,0,0
25209,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
25434,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
25503,1620.0,1620,8.61,8.61,0,8.91,0.0,0.0,0,0,0,1
25534,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,3,0,1
25579,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,1,1
26116,1890.0,3780,5.33,10.67,0,8.91,0.0,0.0,0,0,1,1
26178,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0,4,0,0
26681,648.0,648,5.33,5.33,0,8.91,0.5,324.0,0,327,0,0
26794,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,68,0,1
27829,2160.0,2160,5.33,5.33,1,8.0,0.23,496.8,0,6,0,0
28032,1188.0,1188,5.33,5.33,1,10.0,0.16,190.08,0,33,0,0
28722,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0,266,0,1
28778,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0,0,0,1
29319,648.0,648,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
30095,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
30361,1188.0,1188,5.87,5.87,1,8.0,0.34,403.92,0,147,0,0
30433,1188.0,1188,6.92,6.92,1,8.0,0.22,261.36,0,27,0,0
30510,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,92,1,1
31669,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
31712,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
32503,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,31,1,1
32839,2160.0,2160,5.69,5.69,0,8.91,0.2,432.0,0,234,0,0
33140,1188.0,1188,8.0,8.0,1,8.0,0.1,118.8,0,5,0,0
253,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,23,0,1
359,2160.0,2160,8.0,8.0,0,8.91,0.04,86.4,0,176,0,1
1090,1620.0,1620,8.99,8.99,1,10.0,0.22,356.4,0,39,0,0
1176,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,1,1,1
1398,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0,0,0,1
2354,1620.0,1620,5.99,5.99,0,8.91,0.0,0.0,0,67,0,1
2669,1890.0,3780,8.0,16.0,0,8.91,0.0,0.0,0,0,1,1
2710,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0,94,0,0
3250,1188.0,1188,6.92,6.92,1,10.0,0.07,83.16,1,110,0,1
3725,1188.0,1188,5.33,5.33,0,8.91,0.01,11.88,0,29,0,1
4504,1188.0,1188,4.12,4.12,0,8.91,0.03,35.64,0,188,0,1
4597,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
4630,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,36,0,1
4690,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
4721,1188.0,1188,6.92,6.92,1,6.0,0.08,95.04,0,144,0,0
4728,648.0,648,5.33,5.33,0,8.91,0.45,291.6,0,90,0,0
5051,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,10,0,1
5087,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,1,1
5142,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,178,1,1
5143,1188.0,1188,4.09,4.09,0,8.91,0.0,0.0,0,0,0,1
5467,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,1,0,1
6096,1188.0,1188,8.61,8.61,0,8.91,0.1,118.8,0,22,0,0
6131,1188.0,1188,5.99,5.99,0,8.91,0.02,23.76,0,0,0,1
6362,2160.0,2160,5.33,5.33,0,8.91,0.05,108.0,0,162,0,1
6464,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,268,0,1
6908,1080.0,1080,6.92,6.92,0,8.91,0.08,86.4,0,8,0,0
6977,1188.0,1188,5.33,5.33,0,8.91,0.82,974.16,0,22,0,0
7037,1404.0,5616,5.33,21.33,0,8.91,0.0,0.0,0,0,1,1
7051,1188.0,1188,5.33,5.33,0,8.91,0.31,368.28,0,203,0,0
7280,2160.0,2160,5.33,5.33,0,8.91,0.06,129.6,0,0,0,0
7511,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
7534,324.0,324,10.13,10.13,0,8.91,0.0,0.0,0,0,1,0
7632,1890.0,3780,9.06,18.13,0,8.91,0.0,0.0,0,202,1,1
7651,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
7703,1188.0,1188,5.33,5.33,0,8.91,0.22,261.36,0,69,0,0
7859,1080.0,1080,7.72,7.72,0,8.91,0.66,712.8,1,100,0,0
7940,1188.0,1188,8.0,8.0,1,6.0,0.0,0.0,0,0,0,1
8860,1620.0,1620,5.87,5.87,0,10.0,0.0,0.0,0,1,1,1
9005,1188.0,4752,7.33,29.33,0,8.91,0.0,0.0,0,210,1,1
9110,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,191,1,1
9158,1188.0,1188,6.92,6.92,0,8.91,0.04,47.52,0,256,0,0
9189,2160.0,2160,6.13,6.13,0,8.91,0.0,0.0,0,0,0,1
9246,1620.0,1620,5.33,5.33,0,8.91,0.16,259.2,0,26,0,0
9455,1188.0,1188,5.33,5.33,1,7.0,1.0,1188.0,2,92,0,0
9762,2160.0,2160,5.33,5.33,0,8.91,0.03,64.8,0,238,0,1
9773,216.0,216,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
10097,2160.0,2160,4.09,4.09,0,8.91,0.0,0.0,0,0,0,1
10115,1188.0,1188,4.09,4.09,0,8.91,0.0,0.0,0,0,0,1
10346,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0,176,1,1
11036,2160.0,2160,6.92,6.92,0,8.91,0.0,0.0,0,8,0,1
11062,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
11153,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,29,0,1
11542,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0,44,1,1
11549,1188.0,1188,8.0,8.0,0,8.91,0.72,855.36,0,28,0,0
11611,1080.0,1080,6.13,6.13,0,8.91,0.0,0.0,0,0,0,1
11712,1620.0,1620,10.13,10.13,0,8.91,0.9,1458.0,0,28,0,0
11782,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
12380,648.0,648,5.33,5.33,0,8.91,0.02,12.96,0,0,0,1
12569,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
12709,2160.0,2160,5.87,5.87,0,8.91,0.0,0.0,0,38,0,1
13437,2160.0,2160,6.92,6.92,0,8.91,0.0,0.0,0,0,0,1
13500,648.0,648,5.33,5.33,0,7.0,0.0,0.0,0,0,1,1
13877,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
13964,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,152,1,1
14323,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
14352,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0,1
14976,540.0,540,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
15065,2160.0,2160,5.33,5.33,1,10.0,0.38,820.8,0,5,0,0
15278,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
15298,1296.0,3888,5.33,16.0,0,8.91,0.0,0.0,0,284,1,1
15403,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,173,1,1
15440,2160.0,2160,6.13,6.13,0,8.91,0.0,0.0,0,236,1,1
15801,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0,13,0,0
15808,2160.0,2160,10.13,10.13,0,8.91,0.09,194.4,0,10,0,0
15959,1620.0,1620,8.0,8.0,1,9.0,0.0,0.0,2,305,1,1
16125,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,1,0,1
16460,1188.0,1188,5.33,5.33,0,8.91,0.03,35.64,0,2,0,1
16595,1188.0,1188,10.38,10.38,0,8.91,0.09,106.92,0,17,0,0
16622,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
16666,1188.0,1188,5.99,5.99,0,8.91,0.02,23.76,0,329,0,1
17116,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,2,0,1
17623,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0,0,0,1
17663,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0,296,0,1
17710,2160.0,2160,5.87,5.87,0,8.91,0.0,0.0,0,0,0,1
17828,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0,0,0,1
18055,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
18263,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
18481,1620.0,1620,6.92,6.92,0,8.91,0.0,0.0,0,0,0,1
18877,324.0,324,7.72,7.72,0,8.91,0.0,0.0,0,0,0,1
18971,2160.0,2160,5.33,5.33,1,10.0,0.05,108.0,0,27,0,1
19088,1188.0,1188,5.33,5.33,0,8.91,0.11,130.68,0,234,0,0
19136,1188.0,1188,5.33,5.33,0,8.91,0.13,154.44,0,196,0,0
19361,1080.0,1080,6.09,6.09,0,8.91,0.0,0.0,0,0,0,1
19541,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
19607,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
19768,1188.0,1188,5.33,5.33,0,8.91,0.63,748.44,0,2,0,0
19931,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0,227,0,0
20051,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0,10,0,1
20162,1188.0,1188,5.33,5.33,1,10.0,0.06,71.28,0,58,0,1
20196,1188.0,1188,6.09,6.09,1,10.0,0.07,83.16,0,5,0,0
20249,1620.0,1620,7.77,7.77,0,8.91,0.0,0.0,0,0,1,1
20346,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
20378,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
21160,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
21275,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
21711,1188.0,1188,9.5,9.5,0,8.91,0.0,0.0,0,0,0,1
21728,2160.0,2160,10.13,10.13,1,10.0,0.81,1749.6,0,226,0,0
22132,1188.0,1188,5.99,5.99,1,10.0,0.95,1128.6,0,206,0,0
22401,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
22755,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
22871,1188.0,1188,5.99,5.99,0,8.91,0.62,736.56,0,125,0,0
22939,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0,42,0,1
23303,2160.0,2160,5.33,5.33,1,10.0,1.0,2160.0,0,267,0,0
23314,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,59,0,1
23732,648.0,648,5.33,5.33,0,8.91,1.0,648.0,0,182,0,0
24058,1188.0,1188,4.09,4.09,0,8.91,0.0,0.0,0,163,1,1
24534,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0,0,0,1
24691,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
24693,1188.0,1188,5.99,5.99,0,8.91,0.24,285.12,0,284,0,0
24815,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,3,0,1
25160,1188.0,1188,10.13,10.13,1,7.0,0.01,11.88,0,0,0,1
25161,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
25332,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,22,0,1
25478,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0,37,1,1
25487,2160.0,2160,5.33,5.33,1,10.0,0.25,540.0,0,240,0,0
25630,1620.0,1620,4.09,4.09,0,8.91,0.29,469.8,0,18,0,0
26162,1080.0,1080,5.99,5.99,1,10.0,0.91,982.8,0,157,0,0
26180,2160.0,2160,5.87,5.87,0,8.91,0.0,0.0,0,1,0,1
26337,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,176,0,1
26352,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,67,0,1
26442,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0,27,1,1
26720,756.0,756,5.33,5.33,0,8.91,0.0,0.0,0,85,1,1
26753,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
26997,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,129,0,1
27003,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,6,1,1
27373,1620.0,1620,6.92,6.92,0,8.91,0.0,0.0,0,0,0,1
27382,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
27437,1188.0,1188,5.33,5.33,1,6.0,0.74,879.12,1,44,0,0
27454,1188.0,1188,5.33,5.33,1,10.0,0.41,487.08,0,252,0,0
27754,2160.0,2160,5.33,5.33,0,8.91,0.04,86.4,0,1,0,1
28007,2160.0,2160,5.33,5.33,0,8.91,0.07,151.2,0,49,0,0
28466,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1,1
28479,1188.0,1188,5.33,5.33,0,8.91,0.29,344.52,0,170,0,0
28501,1620.0,1620,10.13,10.13,0,10.0,0.0,0.0,1,245,1,1
28724,1620.0,1620,8.0,8.0,0,8.91,0.98,1587.6,0,287,0,0
29032,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0,178,0,1
29151,648.0,648,7.99,7.99,0,8.91,0.51,330.48,0,12,0,0
29250,1188.0,1188,6.09,6.09,1,10.0,0.0,0.0,0,59,1,1
29487,2160.0,2160,8.0,8.0,0,8.91,0.03,64.8,0,110,0,1
29734,1476.0,4428,8.53,25.6,0,8.91,0.0,0.0,0,0,1,1
29742,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0,1
29990,1080.0,1080,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
30086,1188.0,1188,33.91,33.91,1,6.0,1.0,1188.0,0,0,0,0
30922,1134.0,4536,10.13,40.53,0,8.91,0.0,0.0,0,28,1,1
30952,1188.0,1188,7.77,7.77,0,8.91,0.12,142.56,0,11,0,0
30971,1188.0,1188,6.13,6.13,1,10.0,0.8,950.4,1,158,0,0
31406,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0,302,0,1
31440,648.0,648,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
31702,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0,0,0,1
31909,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
32523,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,0,0,1
32652,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,122,0,1
33040,1620.0,1620,5.33,5.33,1,10.0,0.28,453.6,0,101,0,0
33180,1620.0,1620,4.62,4.62,0,8.91,0.0,0.0,0,0,0,1
33337,1188.0,1188,5.33,5.33,0,8.91,0.16,190.08,0,265,0,0
461,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,169,0,1
961,756.0,1512,7.73,15.47,0,8.91,0.0,0.0,0,0,1,1
1410,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,1
2913,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,207,0,1
4680,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0,1
4900,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,2,0,1
4970,1188.0,1188,7.85,7.85,1,10.0,0.3,356.4,0,6,0,0
5358,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,30,1,1
5673,2160.0,2160,7.99,7.99,1,9.0,0.24,518.4,0,39,0,0
5757,216.0,216,10.13,10.13,0,8.91,0.0,0.0,0,0,0,0
7346,1242.0,2484,10.13,20.27,0,9.0,0.0,0.0,0,181,1,1
8760,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0,1
9147,1404.0,2808,15.47,30.93,0,10.0,0.0,0.0,0,0,1,1
10696,2160.0,2160,7.99,7.99,0,8.91,0.02,43.2,0,8,0,1
11467,1620.0,1620,10.75,10.75,0,8.91,0.0,0.0,0,0,0,1
11777,1620.0,1620,5.33,5.33,0,8.91,0.2,324.0,0,25,0,0
12621,1620.0,1620,15.53,15.53,1,10.0,0.59,955.8,0,291,0,0
14800,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,80,1,1
14886,1080.0,1080,6.92,6.92,1,10.0,0.7,756.0,0,136,0,0
17424,1188.0,1188,6.92,6.92,0,8.91,0.06,71.28,0,259,0,0
19952,1620.0,1620,11.39,11.39,1,10.0,0.0,0.0,1,62,1,1
20838,1188.0,1188,5.33,5.33,1,10.0,0.93,1104.84,0,280,0,0
